Q7187 gene
Q472251 geosynchronous-orbit
Q4697624 air-launched-cruise-missile
Q46952 organized-crime
Q4692 0
Q4688043 aerialist
Q468801 personal-pronoun
Q4686698 adversarial-process
Q4684561 0
Q468438 tektite
Q4683409 administration
Q466466 non-player-character
Q4663617 Abazgi-languages
Q4637093 4-8-4+4-8-4
Q4637091 4-8-0+0-8-4
Q4637086 4-6-2+2-6-4
Q46303 trapezoid
Q46276 kinetic-energy
Q462407 M113
Q460937 Hemangioblastoma
Q4596851 2-8-8-2
Q4596845 2-8-0+0-8-2
Q4596842 2-6-2+2-6-2
Q4587112 S.25-Sandringham
Q4583713 merchant-raider
Q4574554 0
Q456012 Chinese-literature
Q4545521 0-8-8-0
Q4545504 0-4-0+0-4-0
Q4536542 language-assessment
Q452237 motion
Q45003 0
Q448936 0
Q44626 0
Q446013 pumping-station
Q445794 Filipino-martial-arts
Q4451210 tankman
Q443916 0
Q44342 legend
Q4418344 Sybyr-language
Q441585 PA-23
Q44127 server
Q4381515 simple-polytope
Q4375074 0
Q43702 federation
Q4366377 surface-phenomenon
Q4364290 repair-ship
Q4356125 brewsterite-series
Q4355598 Interstellar-ark
Q4347853 0
Q43436 0
Q4343 0
Q4338646 osteochondropathy
Q4337998 0
Q4335750 organisation-in-Harry-Potter-series
Q43338 basalt
Q431603 advocacy-group
Q4315577 non-alphanumeric-characters-spelling
Q431316 Arriel
Q43103 European-American
Q430287 E-and-F-class-destroyer
Q43015 0
Q43006 0
Q429785 poster
Q429721 thomsonite-series
Q42909 reporter
Q4290 0
Q4289225 Mecklenburgisch-Vorpommersch-dialect
Q42884 0
Q42865 0
Q42844 major-depressive-disorder
Q4282505 0
Q428148 regulation
Q427581 intangible-asset
Q427492 0
Q426694 terpenoid
Q426601 Coconut-candy
Q426549 Quinolone
Q42621 hybrid
Q425427 0
Q424328 mimetite
Q423208 private-school
Q42302 clay
Q423014 stilbite-(metal)-series
Q423010 enstatite
Q422812 sex-steroid
Q422131 montmorillonite
Q42213 0
Q422050 dicarboxylic-acid
Q421916 diol
Q421841 microcline
Q4214615 carbocyclic-compounds
Q420754 binding-energy
Q4204060 Islamic-state
Q420032 serine-endopeptidase
Q419655 glycosyltransferase
Q419525 Akizuki-class-destroyer
Q419170 0
Q41760 0
Q416878 polymerase
Q415812 polyol
Q41581 alkane
Q41274 pome
Q41263 budget
Q412547 dehydrogenase
Q412474 aspartate-transaminase
Q4122263 Priority-signs
Q411991 type-II-topoisomerase
Q4116214 0
Q41159 rhombus
Q411309 0
Q41112 schizophrenia
Q410125 crown-ether
Q40858 natural-gas
Q408448 de-Havilland-DH.18
Q40821 0
Q407828 topoisomerase
Q40779 Roman-consul
Q407384 transcription-factor
Q406039 gold-medal
Q40283 self-defence
Q4023134 Yttrotungstite
Q402092 motor-ship
Q40024 Satellite-Award
Q40015 solar-energy
Q39888 ligament
Q3976636 administrative-territorial-entity-of-Brunei
Q39732 Fennec
Q3972943 publishing
Q39699 0
Q3968 algebra
Q39679 H145
Q3967406 Quidditch-team
Q39572 mitochondrion
Q39495 tractor
Q3942434 MB-3
Q3940379 Falcon
Q39367 dog-breed
Q3930 table-tennis
Q392909 Siemens-Velaro
Q39220 0
Q3918374 0
Q390528 Fiber-laser
Q390066 object-composition
Q389934 0
Q38982 Highly-elliptical-orbit
Q3895039 cantellation
Q38936 dog-sports
Q38903 0
Q388502 pisco
Q3882459 acoustic-wave
Q387066 Swiss-German
Q386288 Tanoan-languages
Q3855209 merrillite
Q3847057 Singular-point-of-a-curve
Q384324 ermine
Q383092 art-school
Q382698 affine-space
Q382617 maire
Q382386 vessel
Q381232 Aero-A.32
Q381225 Aero-A.30
Q381204 Aero-A.100
Q381072 crisis
Q381060 Partition-of-a-set
Q380782 commander-in-chief
Q380674 aegirine
Q3804639 sailing-dinghy
Q3801534 hyperrectangle
Q3801524 Hyperpituitarism
Q3798668 aerospace-engineering
Q378622 racing-driver
Q3785376 heterogenite
Q37853 Baroque
Q3782059 polynomial-equation
Q377968 Pressurized-water-reactor
Q3777883 cadmium---zinc-mineral-pair
Q3777854 welinite-mineral-group
Q3777807 sapphirine-mineral-group
Q3777791 rasvumite-mineral-group
Q3777784 polybasite-mineral-group
Q3777772 paratsepinite-mineral-group
Q3777762 nenadkevichite-mineral-group
Q3777730 lemmleinite-mineral-group
Q3777709 jarlite-mineral-group
Q3777683 fairfieldite-mineral-group
Q3777679 dumortierite-mineral-group
Q3777678 0
Q3777675 dollaseite-mineral-group
Q3777635 bournonite-mineral-group
Q3777617 bafertisite-mineral-group
Q3777595 hydrocalumite-mineral-group
Q3777565 axinite-mineral-group
Q3777529 adelite-descloizite-mineral-group
Q3777526 selenium---tellurium-mineral-pair
Q3777520 retzian-(REE)-series
Q3776920 bacterial-pneumonia
Q3773693 kitchen-utensil
Q37726 army
Q3770701 Falcon
Q376927 triclinic-crystal-system
Q375655 G-120
Q375011 religious-festival
Q37484 epic-poem
Q3744418 Fiat-A.30
Q3738858 Apple-monochrome-monitor-family
Q373396 Lewis-Gun
Q3733190 nuclear-explosive
Q372934 glacial-erratic
Q372436 statesman
Q37147 0
Q37137 0
Q371150 safety-lamp
Q3694 vacation-property
Q36919 Guere-language
Q3690045 cohors-equitata
Q368758 0
Q36836 UCI-Continental-Circuits
Q367622 terra-sigillata
Q36489 Ovambo-language
Q36452 Nenets-languages
Q3644990 Britholite
Q3638154 Italian-Order-of-Merit-for-Culture-and-Art
Q363589 local-exchange-carrier
Q36355 Otomi-language
Q362719 Anterior-ischemic-optic-neuropathy
Q36196 Ladino
Q36189 Lencan-languages
Q361578 0
Q3603531 grandchild
Q35865 0
Q3579115 Federal-Heritage-Building
Q3579101 edifice
Q3578589 environmentalist
Q35769 WWE-programs
Q3575552 0
Q35735 Gascon-dialect
Q35696 Kissi-language
Q3565286 0
Q3562775 thief
Q356049 toy-weapon
Q3559 comet
Q35565 0
Q3554819 Banach-manifold
Q3550873 unit-of-information
Q3542021 Endodermal-sinus-tumor
Q354009 national-park-of-the-United-Kingdom
Q3536061 Toyota-Corolla-E80
Q3533467 group-action
Q353299 additive-function
Q3532258 lying
Q3529618 0
Q352917 battery-charger
Q3528744 Timbira-language
Q3528251 third-party
Q3523102 0
Q3520855 0
Q35197 mirror
Q351533 0
Q3514744 Pellet-drum
Q3512263 0
Q3509556 Pakanic-languages
Q3508667 0
Q3506176 fermented-milk-products
Q35054 post-office
Q350509 Ordinariate
Q3503315 spectral-sequence
Q3502937 Anatra-DS
Q3501317 fashion-designer
Q35006 Balanta-language
Q34956 vitamin
Q349479 0
Q3494313 Spyker-C12
Q3491994 0
Q3483065 0
Q3482473 motorized-tricycle
Q3482410 group-behaviour
Q3476533 monumental-sculpture
Q3475327 Nimbus-4
Q34740 0
Q34583 digit
Q3450166 Fali-languages
Q3449925 Witoto-languages
Q3446638 Catawban-languages
Q3440462 roller-hockey
Q3433228 Central-Semitic-languages
Q3433185 occupational-hazard
Q34290 Wu-Chinese
Q3425006 0
Q3421545 0
Q34187 0
Q34181 Siouan-languages
Q34178 0
Q34177 0
Q34147 Flemish
Q34134 Tsimshianic-languages
Q3410946 0
Q34039 Totonacan-languages
Q3402645 service-company
Q3399648 0
Q33985 Salishan-languages
Q339836 dim-sum
Q339828 blunt-instrument
Q33971 0
Q33968 Ossetian
Q3395848 dual-polytope
Q3384 0
Q33837 archipelago
Q33781 Marquesan-language
Q3375719 conceptual-character
Q33754 Lombard
Q3374672 pendulum-ride
Q337467 An-24
Q33732 North-Caucasian-languages
Q336533 badge
Q3362314 warning-road-signs-in-France
Q33618 Kankanaey-language
Q335806 abugida
Q33557 Karelian
Q33549 Javanese
Q3354588 0
Q334911 health-insurance
Q33478 Latino-Faliscan-languages
Q3346693 Greek-nymph
Q334637 0
Q334040 Toyota-Celica
Q3337309 mining-warship
Q333634 translator
Q3330547 chronicler
Q33303 Haida-language
Q33255 Chukotko-Kamchatkan-languages
Q3323397 historic-monument-(Switzerland)
Q3317779 0
Q33163 stool
Q33136 Baltic-languages
Q331283 leishmaniasis
Q33111 Corsican
Q331055 burial
Q3305347 Member-of-Ontario-Provincial-Parliament
Q3302125 state-decoration
Q3291283 0
Q328716 motorcycle-sport
Q3281303 0
Q327968 facial-expression
Q3278675 Airbus-A321
Q327742 relay-race
Q3273292 first-professional-degree
Q327248 Folk-wrestling
Q3271190 trimotor
Q327008 0
Q3269344 oxyanion
Q3267878 lutherie
Q3267586 lungarno
Q326277 cation
Q32540 Eosinophilic-pneumonia
Q3252517 List-of-communities-in-Newfoundland-and-Labrador
Q3246609 mixed-drink
Q3246353 diet-soda
Q3246109 Local-derby
Q3245975 finished-good
Q3240539 harassment
Q3238407 regulatory-sequence
Q323840 lubricant
Q3237773 Volvo-B10M
Q3236743 dome
Q3235978 circumstellar-disk
Q323466 culture-of-India
Q322481 0
Q321839 0
Q3217498 Ndu-languages
Q3217497 Monic-languages
Q3217488 Moklen-languages
Q3217463 0
Q3217460 Ibanic-languages
Q3217389 Dani-languages
Q3217378 Central-Visayan-languages
Q3217376 Western-Visayan-languages
Q3217374 Binanderean-languages
Q3215290 artificial-lake
Q3214425 thoroughbred-horse-racing
Q32112 boxing
Q321098 laser-diode
Q320441 0
Q320433 Aspirated-consonant
Q31963 emoticon
Q318751 abelian-variety
Q318737 abelian-category
Q3186692 calendar-year
Q3177899 bowling
Q3177897 0
Q31687 baritone
Q31645 multisport-race
Q31561 acoustic-guitar
Q3154119 0
Q3146899 diocese-of-the-Catholic-Church
Q3142350 MD-500-Defender
Q314024 federal-agency
Q3130237 Central-Pacific-languages
Q3126457 H-Series-Metalplane
Q3126128 geneticist
Q3125101 trial-court
Q312496 0
Q3123572 diminished-responsibility-defence
Q3123021 Atlas-languages
Q3117884 0
Q3109521 Gobots
Q310948 native-metal
Q310899 microRNA
Q3099911 scientific-instrument
Q309314 quantity
Q309067 motion-sickness
Q3090263 East-Scandinavian-languages
Q3089219 maritime-boundary
Q3084961 product-lining
Q3074936 Local-government-in-the-Republic-of-Ireland
Q3072260 0
Q3068523 Elections-in-Denmark
Q3064420 0
Q3062502 0
Q3062035 hair-keratin
Q3057962 fleet-escort-ship
Q3054027 endoribonuclease
Q3052614 Nosophobia
Q30515 slogan
Q3050567 0
Q3048461 Zamucoan-languages
Q3044440 0
Q304191 0
Q3040492 NA-16-5
Q3039663 0
Q3036578 South-Mindanao-languages
Q3032144 district-or-LLG-of-Papua-New-Guinea
Q3030513 disappearance
Q30198 marsh
Q30128 reusable-launch-system
Q30103 0
Q300472 frying
Q3002150 plane-crash
Q30006 gravitational-acceleration
Q2998483 0
Q2998482 clothing-in-the-ancient-world
Q2995427 rotation-around-a-fixed-axis
Q2993777 0
Q2992932 intergovernmental-conference
Q2983548 0
Q2981922 American-pioneer
Q2973945 functional-constituency
Q2973181 0
Q2967212 0
Q2964521 0
Q2961975 business-owner
Q2961763 0
Q294755 Radeon-HD-6000
Q2945123 center-of-mass/gravity-in-general
Q2945105 0
Q2941598 0
Q2940332 economy-car
Q29358 orienteering
Q2920572 head-injury
Q2920422 half-sister
Q29190 Spitfire
Q29175 0
Q2915731 supplement
Q2915327 Portal-venous-system
Q2908499 F3B
Q2904292 administrative-territorial-entity-of-Burundi
Q28971 Impetigo
Q2889003 infraorder
Q2887371 extended-range-bass
Q28797 applied-science
Q2879412 0
Q2879 province-or-territory-of-Canada
Q2878104 administrative-territorial-entity-of-Lesotho
Q2874718 0
Q285927 concentrated-solar-power-station
Q28564 public-library
Q28545 0
Q285004 DHC-4-Caribou
Q2845432 Ehrlichiosis
Q2841992 West-Santo-languages
Q2836357 administrative-territorial-entity-of-Guatemala
Q2835898 0
Q282250 0
Q282049 career
Q28176 Altai
Q2816686 uniform-polychoron
Q28110 Ambrosini-S.7
Q279330 Bronchospasm
Q2786200 senator-for-life
Q2781672 0
Q277491 Saab-340
Q27731 Automotive-navigation-system
Q2772772 military-museum
Q2755547 individual-sport
Q275186 gang
Q2751242 medical-emergency
Q2750336 scalar-boson
Q275031 Il-14
Q2750129 Geology-of-the-United-States-of-America
Q274988 0
Q2748405 smelting
Q2746083 Baga-languages
Q2744607 0
Q2742167 religious-community
Q273976 blockade
Q2739329 square-matrix
Q2738499 0
Q2738486 Krai
Q2736850 One-piece-swimsuit
Q273499 0
Q27349 dentist
Q2732957 0
Q2731198 0
Q272975 Gatling-gun
Q2728698 religious-belief
Q272683 0
Q272447 molecular-cloud
Q271977 partial-differential-equation
Q271759 Porphyria
Q271559 An-12
Q2711829 submarine-aircraft-carrier
Q2707831 plant-tissue
Q2707196 0
Q2706302 municipality-of-Bosnia-and-Herzegovina
Q2703920 ordonnance
Q2699306 0
Q269415 digital-distribution
Q269032 0
Q26886 combine-harvester
Q2672914 vector-physical-quantity
Q26726 0
Q2665761 Delaware-languages
Q26643 0
Q265392 near-Earth-object
Q2648795 KNSB-Dutch-Single-Distance-Championships
Q2645890 plumber-wrench
Q2643128 district-of-Kazakhstan
Q264118 acute-myeloid-leukemia
Q2640883 Spanish-style-bullfighting
Q2638 Golomb-coding
Q2633267 Atypical-pneumonia
Q2633045 Judeo-Aramaic
Q2632949 comparison-sort
Q2631888 paragonite
Q2630707 0
Q2630412 0
Q2629256 Exotic-meson
Q2624185 Liquid-metal-cooled-reactor
Q2623243 conceptual-model
Q2622196 O-2-Skymaster
Q260568 Charcuterie
Q25956 space-station
Q2591754 mean-of-transport-in-the-Harry-Potter-universe
Q259080 0
Q2587423 variable-number-tandem-repeat
Q25833 Eutheria
Q2581700 Arnhem-languages
Q2577005 superior-court
Q2574657 Partsong
Q257406 autonomous-underwater-vehicle
Q257146 Stiletto-heel
Q2558183 German-Type-XVII-submarine
Q2556242 Exotropia
Q254917 0
Q2547976 Atlantic-hurricane
Q2545654 mazzite-series
Q25442 Sorbian-language
Q25381 amber
Q2537829 winged-horse
Q25358 0
Q253326 cadastral-municipality
Q25324 Canidae
Q25306 Carnivora
Q25295 language-family
Q2525994 villa-urbana
Q2522958 video-software
Q252108 softwood
Q2520712 0
Q2519340 administrative-building
Q251777 custom
Q2516083 point-of-sale
Q2501186 Transitional-cell-carcinoma
Q2499115 0
Q249823 0
Q2496586 unmanned-underwater-vehicle
Q2495148 Bunuban-languages
Q24925 science-fiction
Q249231 Proton
Q2490986 administrative-territorial-entity-of-San-Marino
Q249091 Falcon-9
Q249075 Atari-8-bit-family
Q2490224 religious-clothing
Q24856 film-series
Q2485448 sports-governing-body
Q247819 Volkswagen-Polo
Q2475746 Pano-Tacanan-languages
Q2475488 0
Q247506 financial-instrument
Q2472420 platform
Q2470517 record
Q2466889 hydraulic-structure
Q2465347 Thyroid-adenoma
Q2461104 turret-ship
Q2460422 guest-house
Q245341 radiography
Q245117 relief
Q245 Raspberry-Pi
Q244994 anorthite
Q244772 0
Q2440857 exotic-hadron
Q2440762 exotic-baryon
Q243264 heptathlon
Q2431958 animal-sexual-behaviour
Q2429814 software-system
Q242736 phosphorylation
Q242648 Emiliano-Romagnolo
Q2416723 theme-park
Q2413314 jug
Q241146 Cham-language
Q241056 Excimer-laser
Q2406722 0
Q240161 0
Q2397881 Hindi-languages
Q239762 Tropism
Q239526 0
Q2382369 sweet-dish
Q23797 contact-lens
Q2377033 Systemic-Constellations
Q2373919 intentional-community
Q23712 0
Q2370229 Invariant
Q2367508 township-of-Taiwan
Q2359691 0
Q235790 stepper-motor
Q2357674 rank-of-the-People's-Liberation-Army
Q2355696 0
Q2350726 Ogoni-languages
Q234869 salah
Q23445 0
Q2339166 0
Q2335227 0
Q2333944 statistical-city-district
Q232358 0
Q2319665 infra-red-search-and-track
Q2314719 scout
Q231204 sabre
Q2309609 wayside-cross
Q2308807 0
Q2306047 0
Q2298529 0
Q2298305 eldership-of-Lithuania
Q2281713 cantiga
Q2280652 sluice
Q2280186 near-front-vowel
Q2276802 stellation
Q2275310 0
Q22746 urban-park
Q22725 0
Q22722 0
Q2269883 0
Q22696 Internet-censorship
Q2267710 self-management
Q2267705 0
Q2266263 0
Q22652 green-space
Q22651 0
Q22645 smartphone
Q2263645 0
Q2261522 0
Q226008 Japanese-idol
Q2257650 swim-aid
Q2248485 fictional-mutant
Q2248059 optical-storage
Q2248028 telluric-iron
Q2245442 water-pump
Q223945 Bildungsroman
Q223907 0
Q223102 peritonitis
Q222769 DRB-Class-52
Q2227106 roof-shingle
Q2225692 administrative-village-of-Indonesia
Q222249 civil-law
Q2217301 serial
Q221668 urinary-tract-infection
Q221641 0
Q221221 blazar
Q220849 digital-signature
Q220830 0
Q220759 B-24-Liberator
Q220373 grossular
Q2198855 cultural-movement
Q219577 holding-company
Q219534 0
Q219357 Porsche-911
Q219186 commercial-law
Q219166 Blok-D
Q219087 military-strategy
Q2190251 arts-centre
Q218636 Rockwell-B-1-Lancer
Q2180428 pole
Q217877 Z-42
Q2177025 garden-tool
Q217577 diploma
Q217164 floor
Q216782 manometer
Q216778 refracting-telescope
Q216613 Nordic-skiing
Q216601 object
Q216545 Christian-theology
Q2165278 glider
Q216200 precept
Q216158 expansion-card
Q215972 protagonist
Q215862 motocross
Q215609 icosagon
Q215248 0
Q2151267 Restrictive-cardiomyopathy
Q215084 analytic-function
Q214995 0
Q214932 flight-simulator
Q214863 0
Q214833 four-wheel-drive
Q2145163 trunk-road
Q2144962 repair
Q2144359 environmental-issue
Q214382 hendecagon
Q2143298 Gamecock
Q2142883 reluctance-motor
Q214159 Inner-product-space
Q2141075 Six-day-racing
Q213934 canoeing-and-kayaking
Q2138652 Regius-Professor
Q2138622 nutrition
Q2137778 0
Q213594 0
Q2135465 legal-term
Q213544 zoisite
Q2134742 real-good
Q213363 open-set
Q213156 0
Q213016 thermodynamic-process
Q212878 husband
Q2127330 0
Q212469 souvenir
Q212434 Olympic-sport
Q212254 0
Q2122 oral-sex
Q212108 0
Q2120998 potato-harvester
Q212074 dodecagon
Q21193584 unequal-hours
Q211930 0
Q21189838 Dedekind-group
Q211790 logical-connective
Q21171811 the-poor
Q2116008 psychological-experiment
Q211503 clan
Q2115 XML
Q211439 0
Q211369 C-17-Globemaster-III
Q211367 sheet-metal
Q21120148 0
Q211171 0
Q2111434 pendant
Q21111537 CFM56-3
Q21083858 0
Q210765 0
Q21074401 administrative-territorial-entity-of-California
Q21073029 disaster-remain
Q21070598 character-that-may-or-may-not-be-fictional
Q21055986 Historical-and-Cultural-Site-Protected-at-the-Provincial-Level
Q210521 0
Q21045124 0
Q21034528 Boeing-Model-40B
Q210337 media-player
Q21029372 LC-R-Speedwing
Q21029360 piston-powered-transport
Q21029357 piston-powered-plane
Q21029349 Laird-Commercial
Q21027036 transport-turboprop
Q21027008 military-turboprop
Q21026993 twin-turbo-transport
Q21024216 G.91T
Q210112 nuclear-weapons-testing
Q21010968 water-wash
Q21002422 OB/GYN
Q209918 mirrorless-interchangeable-lens-camera
Q20991128 F-16-Block-5-Fighting-Falcon
Q20989210 F-16-Block-1-Fighting-Falcon
Q209842 0
Q2098169 planetary-probe
Q20980490 single-engine-biplane
Q20973604 department-of-Gran-Colombia
Q2097233 Station
Q20972034 Classic-Greek
Q209593 organic-light-emitting-diode
Q209491 0
Q2094110 trade-name
Q2093999 Trail-running
Q20926517 religious-administrative-territorial-entity
Q2091969 proximity-card
Q209029 Ford-Focus
Q20899867 0
Q20897549 art-institution
Q20883885 laser-coagulation
Q208697 financial-market
Q2085187 pharyngeal-cancer
Q208440 chess-piece
Q208421 snare-drum
Q208361 location-in-Harry-Potter
Q20829260 0
Q208281 fire-engine
Q208218 patch
Q208195 pleasure
Q20817253 linguistic-unit
Q208166 borderline-personality-disorder
Q20814948 0
Q20811739 0
Q208103 0
Q208042 0
Q20793164 armour
Q20792297 Chairman-of-the-Central-Military-Commission
Q20791519 Traditional-culture-festival
Q207892 public-law
Q207857 0
Q207714 0
Q207645 0
Q20751200 hiking-in-the-United-Kingdom
Q207476 holomorphic-function
Q20737414 philosophical-fiction
Q207320 paramilitary
Q20727966 0
Q207125 nonverbal-communication
Q207101 sociolect
Q20706915 Key-value-database
Q207011 0
Q206864 kick
Q206814 civil-aviation
Q20680270 0
Q20678677 memory-overflow
Q20669546 sadism-and-masochism-in-fiction
Q20659021 western-Hindi-languages
Q2064521 constituency-of-the-United-Kingdom
Q20642780 mathematical-construction
Q2058941 Microscopic-colitis
Q2057681 organ-dysfunction
Q2056928 solitaire
Q205665 social-norm
Q205555 feeling
Q205451 0
Q2053983 SAIMAN-200
Q20537530 Pitcairn-Norfolk
Q205204 women's-suffrage
Q2050638 battlegroup
Q205034 0
Q20477540 administrative-territorial-entity-of-the-Holy-Roman-Empire
Q2046550 Diabetic-neuropathy
Q204390 0
Q2042538 Hellenic-languages
Q204157 0
Q2040941 Arabic-based-creole-languages
Q203958 reflection-nebula
Q203788 chariot
Q2036691 Sara
Q203415 0
Q2030545 algebra
Q202883 veterinarian
Q202825 infantry-fighting-vehicle
Q202808 history-of-Finland
Q20268591 wildlife-reserve
Q202539 brig
Q2022456 Fibratus
Q202199 inland-island
Q202173 stye
Q202064 phone
Q20203727 mythological-object
Q20203616 0
Q20203388 extremity
Q20202390 public-transportation-terminus
Q201833 0
Q20182879 0
Q20162172 0
Q2015874 0
Q201486 history-of-science
Q201456 directory
Q20085721 Tsimshian-language
Q2008050 municipality-of-Albania
Q20076756 fantastique-genre
Q200764 bookstore
Q2007442 infraclass
Q20056177 Development-stage-of-animal
Q20055213 transformation
Q2004575 0
Q20045441 administrative-territorial-entity-of-Buenos-Aires
Q20035774 hybrid-aircraft
Q20035742 water-based-aircraft
Q200325 0
Q2003221 chivalric-order
Q20026824 vegetable-fiber
Q20026748 reconnaissance-biplane
Q200209 city-of-Ukraine
Q20018918 historic-ocean
Q20016722 ground-attack-airplane
Q200042 nonagon
Q19999072 constituency
Q1999796 incantation
Q1999103 monohull
Q19969434 scroll-painting
Q19967801 online-service
Q19967790 online-service-event
Q19961107 City-mayor
Q1994301 0
Q1993433 signaling-molecule
Q19926560 0
Q19926433 0
Q19921830 armor-construction
Q1991596 definite-integral
Q19904526 administrative-territorial-entity-of-Guyana
Q19901270 great-uncle-or-great-aunt
Q19901267 0
Q198952 target-drone
Q1989278 administrative-region-in-Quebec
Q19877481 Cahitan-languages
Q19863099 geological-process
Q19861951 type-of-food-or-dish
Q19860854 former-building-or-structure
Q1985273 Collar
Q19850992 Wildflower-Film-Awards
Q19849793 Volvo-BXXR
Q19849064 administrative-territorial-entity-of-Republika-Srpska
Q19841298 0
Q19829499 public-authority
Q19828919 government-document
Q19817303 Legal-person
Q1981345 Neuroma
Q19805050 twin-engine-biplane-bomber
Q198024 Predator
Q19798651 wikibase-data-model-possible-value-for-a-claim
Q19798644 Wikibase-data-model-element
Q19794155 U-3
Q197936 Abenaki-language
Q19762830 0
Q19762589 biplane-airliner
Q1975480 Nose-piercing
Q1974973 Guaicuruan-languages
Q1973834 0
Q19735064 Type-209-1200-submarine
Q1972080 biovar
Q19720443 coastal-escort-ship
Q19720330 fast-escort-ship
Q1971694 game-mode
Q19698119 penumbral-lunar-eclipse
Q1969611 J57
Q196939 0
Q196627 0
Q1964689 fictional-city
Q1964546 garden-design
Q19644522 0
Q19627817 patrol-boats-of-the-Imperial-Japanese-Navy
Q19623198 underwater-vehicule
Q19616106 Category:Sports-by-continent-navigational-boxes
Q196113 0
Q196 cherry
Q19588483 struck-membranophone
Q1956720 myotomy
Q1955251 music-software
Q1952852 municipality-of-Mexico
Q1951366 public-utility
Q1949814 forced-induction
Q19481932 Intel-Core
Q19478619 0
Q19462049 directly-struck-idiophone
Q1944382 moneme
Q194356 wind-farm
Q194112 0
Q194101 dwarfism
Q1940786 quango
Q1940083 0
Q193897 0
Q1937160 minister-without-portfolio
Q193663 0
Q193657 convex-set
Q19360078 tow-plane
Q19359564 hot-beverage
Q193579 0
Q19357015 Category:Professors-by-nationality
Q19355413 calendar
Q193466 rotor
Q19340487 Orthodox-priest
Q1933955 Breech-loading-weapon
Q193291 0
Q193211 0
Q19320865 ATR-72-212A
Q193207 ambient-music
Q193041 0
Q193003 Hydrocephalus
Q192995 0
Q19292264 large-patrol-boat
Q19291943 logistics-support-vessel
Q192900 radionuclide
Q192899 0
Q19287541 combat-aircraft
Q192851 arcade-game-machine
Q19280205 fast-ferry
Q192783 doughnut
Q192768 paraboloid
Q19276041 bachelor(ette)-parties
Q192624 metre
Q192581 job
Q192532 0
Q192521 technical-drawing
Q192388 position
Q192375 hangar
Q192227 0
Q1921834 feature
Q1921606 keyboard
Q192141 augite
Q192089 0
Q19205852 Packard-1500
Q192047 0
Q191936 period-1-element
Q191865 internet-bot
Q191808 nun
Q1917626 multi-purpose-vessel
Q191657 Stirrup
Q1916518 medium-altitude-long-endurance-drone
Q19161091 tail-dragger-gear
Q19159 Tetrapoda
Q191489 melodrama
Q191413 Zeppelin
Q1913135 puppet
Q191290 ordered-pair
Q190845 BDSM
Q190752 supreme-court
Q1906548 marzban
Q190444 rare-earth-element
Q190122 promissory-note
Q19008827 aviso-minesweeper
Q190084 hoax
Q19001225 progressive-myoclonus-epilepsy
Q19001139 multiple-carboxylase-deficiency
Q19000885 T-cell-leukemia
Q19000491 urinary-tract-obstruction
Q19000455 atypical-polypoid-adenomyoma
Q189880 charge-coupled-device
Q189867 papal-bull
Q189829 0
Q189825 salsa
Q18975786 histiocytoma
Q18975770 scleroderma
Q18975743 nail-disease
Q18975677 adrenal-gland-hyperfunction
Q18975562 cutaneous-mastocytosis
Q18975399 phagocyte-bactericidal-dysfunction
Q18975379 demyelinating-disease
Q18975297 allergic-contact-dermatitis
Q18975114 struma-ovarii
Q189720 dye
Q189713 orthoclase
Q18968237 gestational-choriocarcinoma
Q18968187 hypothalamic-disease
Q18968055 endogenous-depression
Q18968037 dermatomycosis
Q18966525 essential-hypertension
Q18966448 intellectual-disability
Q18966245 venous-insufficiency
Q18966238 trypanosomiasis
Q18966056 visual-agnosia
Q189524 0
Q18949380 gasoline-tanker
Q18948595 fictional-thoroughfare
Q189474 keratin
Q189389 aneurysm
Q189329 0
Q18932707 exanthem
Q18928999 Member-of-the-Parliament-of-Scotland
Q18926983 anti-submarine-corvette
Q189210 web-application
Q18918688 Meritorious-Artist
Q189156 cellular-automaton
Q189124 heat-exchanger
Q189112 isomorphism
Q188994 drum-and-bass
Q188958 0
Q188924 galley
Q188913 plantation
Q188907 etiquette
Q188866 heptagon
Q188830 wife
Q188724 Non-steroidal-anti-inflammatory-drug
Q1887094 heptagram
Q188688 0
Q1886349 logo
Q188628 0
Q188593 Cepheid-variable
Q188534 0
Q188522 0
Q188460 natural-resource
Q188304 0
Q188297 Lupus-erythematosus
Q188267 programming-paradigm
Q188215 gnome
Q18812398 stemmed-glass
Q18810687 political-institution
Q188063 fiefdom
Q188040 quarry
Q1879241 end-blown-flute
Q18786106 topology
Q18784726 Architecture-of-Mesopotamia
Q18784360 Airbus-A320
Q187760 0
Q187668 emigration
Q187631 mathematical-interpolation
Q187616 relic
Q1875633 Aviation-fuel
Q187510 rechargeable-battery
Q1871110 sheepfold
Q18711024 European-Handball-Championship
Q18705746 Complex-vector-bundle
Q18683432 wide-body-twinjet
Q1867977 refinery
Q1867545 KC-130-Hercules
Q18671735 0
Q18670161 mascot
Q18668263 combat-logistics-ship
Q1866686 underwater-diver
Q186612 0
Q186509 mathematical-constant
Q186385 caviar
Q1862618 0
Q186117 timeline
Q18609189 environmental-allergy
Q18608871 Wikidata-property-for-items-about-people
Q186030 contemporary-art
Q18592528 administrative-territorial-entity-of-Grenada
Q18591838 intergovernmental-agreement
Q18587469 residential-community
Q185867 film-noir
Q185837 0
Q18576582 0
Q185744 gel
Q185688 lunar-calendar
Q185674 field
Q18563360 Quranic-character
Q18560374 biplane-bomber
Q18560358 He-51C
